ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|CHOLINE-BETAINE-ANA-PWY|	choline degradation I	true	100	0	0	0	BADH-RXN CHD-RXN 
|CITRULLINE-DEG-PWY|	L-citrulline degradation	true	100	0	1	1	ORNCARBAMTRANSFER-RXN RXN-14196 
|COA-PWY|	coenzyme A biosynthesis I (prokaryotic)	true	100	0	1	1	PANTEPADENYLYLTRAN-RXN DEPHOSPHOCOAKIN-RXN P-PANTOCYSDECARB-RXN P-PANTOCYSLIG-RXN 
|CODH-PWY|	reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)	false	44	0	2	1	FORMATE-DEHYDROGENASE-NADP+-RXN 1.5.1.20-RXN METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN 
|CRNFORCAT-PWY|	creatinine degradation I	false	0	0	0	0	
|CYANCAT-PWY|	cyanate degradation	true	100	0	1	1	RXN0-5224 R524-RXN 
|CYCLOHEXANOL-OXIDATION-PWY|	cyclohexanol degradation	false	40	1	1	0	6-OXOHEXANOATE-OXIDATION-RXN 
|CYSTSYN-PWY|	L-cysteine biosynthesis I	true	100	0	0	0	SERINE-O-ACETTRAN-RXN ACSERLY-RXN 
|DAPLYSINESYN-PWY|	L-lysine biosynthesis I	true	100	0	1	1	DIAMINOPIMEPIM-RXN DIAMINOPIMDECARB-RXN SUCCDIAMINOPIMDESUCC-RXN SUCCINYLDIAMINOPIMTRANS-RXN TETHYDPICSUCC-RXN DIHYDRODIPICSYN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN ASPARTATEKIN-RXN RXN-14014 
|DARABCATK12-PWY|	D-arabinose degradation I	true	75	0	1	1	DARABISOM-RXN DARABALDOL-RXN GLYCOLALD-DEHYDROG-RXN 
|DARABCAT-PWY|	D-arabinose degradation II	false	50	0	2	1	DARABISOM-RXN 
|DARABITOLUTIL-PWY|	D-arabitol degradation	true	100	0	0	0	D-ARABINITOL-4-DEHYDROGENASE-RXN XYLULOKIN-RXN 
|DENITRIFICATION-PWY|	nitrate reduction I (denitrification)	false	40	1	2	0	RXN-11236 
|DESULFONATION-PWY|	benzenesulfonate degradation	false	0	1	0	0	
|DETOX1-PWY|	superoxide radicals degradation	true	100	0	0	0	SUPEROX-DISMUT-RXN CATAL-RXN CATAL-RXN 
|DHGLUCONATE-PYR-CAT-PWY|	glucose degradation (oxidative)	false	50	0	0	0	1.1.1.43-RXN RXN0-6373 
|DISSULFRED-PWY|	dissimilatory sulfate reduction I (to hydrogen sufide))	false	25	0	0	0	SULFATE-ADENYLYLTRANS-RXN 
|DTDPRHAMSYN-PWY|	dTDP-L-rhamnose biosynthesis	true	100	0	0	0	DTDPDEHYDRHAMEPIM-RXN DTDPDEHYRHAMREDUCT-RXN DTDPGLUCOSEPP-RXN DTDPGLUCDEHYDRAT-RXN 
|ENTNER-DOUDOROFF-PWY|	Entner-Doudoroff shunt	true	100	0	0	0	KDPGALDOL-RXN KDPGALDOL-RXN PGLUCONDEHYDRAT-RXN 
|ETOH-ACETYLCOA-ANA-PWY|	ethanol degradation I	true	100	0	1	1	ALCOHOL-DEHYDROG-RXN ACETALD-DEHYDROG-RXN 
|FAO-PWY|	fatty acid &beta;-oxidation I	true	100	1	0	0	OHACYL-COA-DEHYDROG-RXN KETOACYLCOATHIOL-RXN OHBUTYRYL-COA-EPIM-RXN ACYLCOADEHYDROG-RXN ENOYL-COA-DELTA-ISOM-RXN ENOYL-COA-HYDRAT-RXN 
|FASYN-ELONG-PWY|	fatty acid elongation -- saturated	true	93	0	0	0	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN ENOYL-ACP-REDUCT-NADPH-RXN ENOYL-ACP-REDUCT-NADPH-RXN ENOYL-ACP-REDUCT-NADPH-RXN ENOYL-ACP-REDUCT-NADPH-RXN ENOYL-ACP-REDUCT-NADH-RXN 3-OXOACYL-ACP-REDUCT-RXN 3-OXOACYL-ACP-REDUCT-RXN 3-OXOACYL-ACP-REDUCT-RXN 3-OXOACYL-ACP-SYNTH-RXN 3-OXOACYL-ACP-SYNTH-RXN 3-OXOACYL-ACP-SYNTH-RXN 3-OXOACYL-ACP-SYNTH-RXN 
|FERMENTATION-PWY|	mixed acid fermentation	true	100	0	0	0	PHOSACETYLTRANS-RXN ACETATEKIN-RXN ACETATEKIN-RXN PYRUVFORMLY-RXN ACETALD-DEHYDROG-RXN ALCOHOL-DEHYDROG-RXN PEPDEPHOS-RXN DLACTDEHYDROGNAD-RXN FUMHYDR-RXN PEPCARBOX-RXN FHLMULTI-RXN R601-RXN CITSYN-RXN CITSYN-RXN ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN ISOCITDEH-RXN MALATE-DEH-RXN 
|FESULFOX-PWY|	sulfur oxidation II (Fe+3-dependent)	false	0	2	0	0	
|FLUORENE-DEG-9-ONE-PWY|	fluorene degradation I	false	0	6	0	0	
|FORMASS-PWY|	formaldehyde oxidation IV (thiol-independent)	false	0	0	0	0	
|FUCCAT-PWY|	fucose degradation	true	100	0	1	1	FUCPALDOL-RXN FUCULOKIN-RXN FUCISOM-RXN RXN0-5298 
|GALACTARDEG-PWY|	D-galactarate degradation I	true	100	0	0	0	KDGALDOL-RXN TSA-REDUCT-RXN GALACTARDEHYDRA-RXN GKI-RXN 
|GALACTCAT-PWY|	D-galactonate degradation	false	66	0	0	0	DEHYDDEOXGALACTKIN-RXN DEHYDDEOXPHOSGALACT-ALDOL-RXN DEHYDDEOXPHOSGALACT-ALDOL-RXN GALACTONDEHYDRAT-RXN 
|GALACTITOLCAT-PWY|	galactitol degradation	false	50	0	1	1	TAGAALDOL-RXN 1.1.1.251-RXN 
|GALACTUROCAT-PWY|	D-galacturonate degradation I	true	85	0	0	0	ALTRODEHYDRAT-RXN DEOXYGLUCONOKIN-RXN ALTRO-OXIDOREDUCT-RXN GALACTUROISOM-RXN KDPGALDOL-RXN KDPGALDOL-RXN 
|GALDEG-PWY|	D-galactose degradation II	false	0	0	1	0	
|GALLATE-DEGRADATION-II-PWY|	gallate degradation I	false	0	0	1	0	
|GALLATE-DEGRADATION-I-PWY|	gallate degradation II	false	25	1	0	0	
|GAMMAHEXCHLORDEG-PWY|	&gamma;-hexachlorocyclohexane degradation	false	25	2	0	0	
|GDPRHAMSYN-PWY|	GDP-D-rhamnose biosynthesis	true	66	0	1	1	GDPMANDEHYDRA-RXN GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN 
|GLNSYN-PWY|	L-glutamine biosynthesis I	true	100	0	0	0	GLUTAMINESYN-RXN 
|GLUAMCAT-PWY|	N-acetylglucosamine degradation I	true	100	0	0	0	GLUCOSAMINE-6-P-DEAMIN-RXN NAG6PDEACET-RXN 
|GLUCARDEG-PWY|	D-glucarate degradation I	true	100	0	0	0	KDGALDOL-RXN TSA-REDUCT-RXN GLUCARDEHYDRA-RXN GKI-RXN 
|GLUCONEO-PWY|	gluconeogenesis I	true	100	0	0	0	F16BDEPHOS-RXN F16ALDOLASE-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN 3PGAREARR-RXN 2PGADEHYDRAT-RXN PEPCARBOXYKIN-RXN PEPSYNTH-RXN MALIC-NADP-RXN TRIOSEPISOMERIZATION-RXN 1.1.1.39-RXN MALATE-DEH-RXN PGLUCISOM-RXN 
|GLUCONSUPER-PWY|	D-gluconate degradation	true	100	0	0	0	GLUCONOKIN-RXN 
|GLUCOSE1PMETAB-PWY|	glucose and glucose-1-phosphate degradation	true	100	0	0	0	GLUCOSE-1-PHOSPHAT-RXN PHOSPHOGLUCMUT-RXN GLUCOKIN-RXN GLUCOKIN-RXN RXN0-6373 
|GLUTAMATE-DEG1-PWY|	L-glutamate degradation I	true	100	0	0	0	GLUTAMATE-DEHYDROGENASE-RXN 
|GLUTAMATE-SYN2-PWY|	L-glutamate biosynthesis II	true	100	0	0	0	GLUTAMATE-DEHYDROGENASE-NADP+-RXN 
|GLUTAMINDEG-PWY|	L-glutamine degradation I	true	100	0	0	0	GLUTAMIN-RXN GLUTAMIN-RXN 
|GLUTAMINEFUM-PWY|	L-glutamine degradation II	true	100	0	0	0	GLUTAMATESYN-RXN 
|GLUTATHIONESYN-PWY|	glutathione biosynthesis	true	100	0	0	0	GLUTCYSLIG-RXN GLUTATHIONE-SYN-RXN 
|GLUTDEG-PWY|	L-glutamate degradation II	true	100	0	0	0	ASPAMINOTRANS-RXN ASPARTASE-RXN 
|GLUTORN-PWY|	L-ornithine biosynthesis I	true	100	0	0	0	N-ACETYLTRANSFER-RXN ACETYLGLUTKIN-RXN N-ACETYLGLUTPREDUCT-RXN ACETYLORNTRANSAM-RXN ACETYLORNDEACET-RXN 
|GLUT-REDOX-PWY|	glutathione-glutaredoxin redox reactions	false	0	0	0	0	
|GLUTSYNIII-PWY|	L-glutamate biosynthesis III	true	100	0	0	0	GLUTDEHYD-RXN 
|GLUTSYN-PWY|	L-glutamate biosynthesis I	true	100	0	0	0	GLUTAMATESYN-RXN 
|GLYCEROLMETAB-PWY|	glycerol degradation V	true	100	0	0	0	GLYCDEH-RXN 2.7.1.121-RXN 
|GLYCLEAV-PWY|	glycine cleavage	true	100	0	1	1	GCVP-RXN GCVT-RXN RXN-8629 
|GLYCOCAT-PWY|	glycogen degradation I	true	100	0	1	1	AMYLOMALT-RXN GLYCOPHOSPHORYL-RXN RXN0-5146 RXN0-5182 RXN0-5183 RXN-9025 PHOSPHOGLUCMUT-RXN GLUCOKIN-RXN GLUCOKIN-RXN 
|GLYCOGENSYNTH-PWY|	glycogen biosynthesis I (from ADP-D-Glucose)	true	100	0	1	1	GLYCOGENSYN-RXN GLYCOGEN-BRANCH-RXN GLUC1PADENYLTRANS-RXN PHOSPHOGLUCMUT-RXN 
|GLYCOLATEMET-PWY|	glycolate and glyoxylate degradation I	true	100	0	1	1	GLYOCARBOLIG-RXN GLYCOLATEDEHYDRO-RXN RXN0-5289 GKI-RXN 
|GLYCOLYSIS|	glycolysis I (from glucose 6-phosphate)	true	100	0	0	0	PEPDEPHOS-RXN 2PGADEHYDRAT-RXN 3PGAREARR-RXN PHOSGLYPHOS-RXN GAPOXNPHOSPHN-RXN TRIOSEPISOMERIZATION-RXN F16ALDOLASE-RXN 6PFRUCTPHOS-RXN PEPSYNTH-RXN F16BDEPHOS-RXN RXN-15513 PGLUCISOM-RXN 
|GLYOXDEG-PWY|	glycolate and glyoxylate degradation II	true	100	0	0	0	MALSYN-RXN GLYCOLATEDEHYDRO-RXN 
|GLYOXYLATE-BYPASS|	glyoxylate cycle	true	100	0	2	2	MALSYN-RXN ISOCIT-CLEAV-RXN ACONITATEHYDR-RXN CITSYN-RXN CITSYN-RXN ACONITATEDEHYDR-RXN MALATE-DEH-RXN 
|GLYSYN-ALA-PWY|	glycine biosynthesis III	true	100	0	0	0	ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN 
|GLYSYN-PWY|	glycine biosynthesis I	true	100	0	0	0	GLYOHMETRANS-RXN 
|GLYSYN-THR-PWY|	glycine biosynthesis IV	true	100	0	0	0	THREONINE-ALDOLASE-RXN THREONINE-ALDOLASE-RXN 
|HCAMHPDEG-PWY|	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	true	100	0	1	1	MHPCHYDROL-RXN 1.13.11.16-RXN MHPHYDROXY-RXN PHENPRODIOLDEHYDROG-RXN HCAMULTI-RXN 
|HEME-BIOSYNTHESIS-II|	heme b biosynthesis I (aerobic)	true	100	0	0	0	UROGENDECARBOX-RXN PROTOPORGENOXI-RXN PROTOHEMEFERROCHELAT-RXN RXN0-1461 
|HEMESYN2-PWY|	heme b biosynthesis II (anaerobic)	true	100	0	0	0	PROTOHEMEFERROCHELAT-RXN UROGENDECARBOX-RXN HEMN-RXN RXN0-6259 
|HEXPPSYN-PWY|	hexaprenyl diphosphate biosynthesis	false	0	0	0	0	
|HISDEG-PWY|	L-histidine degradation I	false	0	0	0	0	
|HISTDEG-PWY|	L-histidine degradation IV	false	0	1	0	0	
|HISTSYN-PWY|	L-histidine biosynthesis	true	100	0	0	0	HISTALDEHYD-RXN HISTOLDEHYD-RXN HISTIDPHOS-RXN HISTAMINOTRANS-RXN IMIDPHOSDEHYD-RXN GLUTAMIDOTRANS-RXN PRIBFAICARPISOM-RXN HISTPRATPHYD-RXN HISTCYCLOHYD-RXN ATPPHOSPHORIBOSYLTRANS-RXN 
|HOMOCYSDEGR-PWY|	L-cysteine biosynthesis III (from L-homocysteine)	false	50	0	0	0	RXN-14048 
|HOMOSER-METSYN-PWY|	L-methionine biosynthesis I	true	100	0	2	2	HOMSUCTRAN-RXN HOMOCYSMET-RXN O-SUCCHOMOSERLYASE-RXN RXN-15131 HOMOCYSMETB12-RXN 
|HOMOSERSYN-PWY|	L-homoserine biosynthesis	true	100	0	0	0	ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN HOMOSERDEHYDROG-RXN 
|HOMOSER-THRESYN-PWY|	L-threonine biosynthesis	true	100	0	0	0	HOMOSERKIN-RXN THRESYN-RXN 
|IDNCAT-PWY|	L-idonate degradation	true	100	0	0	0	GLUCONATE-5-DEHYDROGENASE-RXN GLUCONOKIN-RXN 1.1.1.264-RXN 
|ILEUDEG-PWY|	L-isoleucine degradation I	false	66	0	0	0	BRANCHED-CHAINAMINOTRANSFERILEU-RXN TIGLYLCOA-HYDROXY-RXN METHYLACETOACETYLCOATHIOL-RXN 2KETO-3METHYLVALERATE-RXN 
|ILEUSYN-PWY|	L-isoleucine biosynthesis I (from threonine)	true	100	0	1	1	DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN ACETOOHBUTREDUCTOISOM-RXN ACETOOHBUTSYN-RXN RXN-15122 
|KDO-LIPASYN-PWY|	(Kdo)2-lipid A biosynthesis I	true	100	0	0	0	LAUROYLACYLTRAN-RXN MYRISTOYLACYLTRAN-RXN 
|KDOSYN-PWY|	Kdo transfer to lipid IVA I	true	100	0	0	0	KDOTRANS-RXN KDOTRANS2-RXN 
|LACTOSECAT-PWY|	lactose and galactose degradation I	false	50	0	0	0	LACTOSE6P-HYDROXY-RXN TAGAALDOL-RXN 
|LACTOSEUTIL-PWY|	lactose degradation II	false	33	1	1	1	KETOLACTOSE-RXN 
|LARABITOLUTIL-PWY|	xylitol degradation	true	100	0	1	1	D-XYLULOSE-REDUCTASE-RXN XYLULOKIN-RXN 
|LCYSDEG-PWY|	L-cysteine degradation II	true	100	0	1	1	RXN-15129 RXN-15129 
|LEU-DEG2-PWY|	L-leucine degradation I	true	71	1	1	1	BRANCHED-CHAINAMINOTRANSFERLEU-RXN 2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN METHYLCROTONYL-COA-CARBOXYLASE-RXN RXN0-2301 
|LEUSYN-PWY|	L-leucine biosynthesis	true	100	1	0	0	3-ISOPROPYLMALDEHYDROG-RXN BRANCHED-CHAINAMINOTRANSFERLEU-RXN 3-ISOPROPYLMALISOM-RXN 2-ISOPROPYLMALATESYN-RXN RXN-8991 
|LIPA-CORESYN-PWY|	lipid A-core biosynthesis (E. coli K-12)	true	100	2	0	0	RXN0-5061 RXN0-5120 RXN0-5121 RXN0-5122 RXN0-5123 RXN0-5124 RXN0-5125 RXN0-5126 RXN-19737 
|LIPAS-PWY|	triacylglycerol degradation	false	0	0	1	0	
|LIPASYN-PWY|	phospholipases	false	40	0	0	0	PHOSPHOLIPASE-A2-RXN PHOSPHOLIPASE-A1-RXN 
|LYSINE-AMINOAD-PWY|	L-lysine biosynthesis IV	false	22	3	1	0	1.5.1.7-RXN RXN-7970 
|LYXMET-PWY|	L-lyxose degradation	true	100	1	0	0	LYXK-RXN LXULRU5P-RXN RIBULPEPIM-RXN 
|MALTOSECAT-PWY|	maltose degradation	true	100	0	1	1	MALTOSE-PHOSPHORYLASE-RXN BETA-PHOSPHOGLUCOMUTASE-RXN 
|MANNCAT-PWY|	D-mannose degradation	true	100	0	0	0	MANNPISOM-RXN 
|MANNIDEG-PWY|	mannitol degradation I	true	100	0	0	0	MANNPDEHYDROG-RXN 
|M-CRESOL-DEGRADATION-PWY|	m-cresol degradation	false	20	1	0	0	
|MENAQUINONESYN-PWY|	menaquinol-8 biosynthesis	true	100	0	0	0	ADOMET-DMK-METHYLTRANSFER-RXN 
|METHIONINE-DEG1-PWY|	L-methionine degradation I (to L-homocysteine)	false	33	1	0	0	S-ADENMETSYN-RXN 
|METHYLGALLATE-DEGRADATION-PWY|	methylgallate degradation	false	20	1	0	0	
|N2FIX-PWY|	nitrogen fixation I (ferredoxin)	false	0	0	0	0	
|NAD-BIOSYNTHESIS-III|	NAD biosynthesis III (from nicotinamide)	false	50	0	1	0	2.7.7.1-RXN 
|NAD-BIOSYNTHESIS-II|	NAD salvage pathway III (to nicotinamide riboside)	true	100	0	2	2	NADPYROPHOSPHAT-RXN RXN-5822 RXN-5822 RXN-5841 
|NADPHOS-DEPHOS-PWY-1|	NAD phosphorylation and transhydrogenation	true	100	0	0	0	NAD-KIN-RXN TRANS-RXN0-277 
|NAGLIPASYN-PWY|	lipid IVA biosynthesis	true	100	0	0	0	LIPIDADISACCHARIDESYNTH-RXN TETRAACYLDISACC4KIN-RXN LIPIDXSYNTHESIS-RXN UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN UDPACYLGLCNACDEACETYL-RXN UDPNACETYLGLUCOSAMACYLTRANS-RXN 
|NONMEVIPP-PWY|	methylerythritol phosphate pathway I	true	100	0	1	1	DXS-RXN DXPREDISOM-RXN RXN0-302 RXN0-884 ISPH2-RXN 2.7.1.148-RXN 2.7.7.60-RXN IPPISOM-RXN RXN-15878 
|NONOXIPENT-PWY|	pentose phosphate pathway (non-oxidative branch)	true	100	0	0	0	TRANSALDOL-RXN 2TRANSKETO-RXN 1TRANSKETO-RXN RIBULP3EPIM-RXN RIB5PISOM-RXN 
|NOPALINEDEG-PWY|	nopaline degradation	false	0	0	0	0	
|OCTOPINEDEG-PWY|	octopine degradation	false	0	0	0	0	
|ORN-AMINOPENTANOATE-CAT-PWY|	L-ornithine degradation I (L-proline biosynthesis)	false	0	0	0	0	
|OXIDATIVEPENT-PWY|	pentose phosphate pathway (oxidative branch) I	true	100	0	0	0	6PGLUCONOLACT-RXN RXN-9952 GLU6PDEHYDROG-RXN 
|P101-PWY|	ectoine biosynthesis	false	60	0	1	0	R101-RXN ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN 
|P105-PWY|	TCA cycle IV (2-oxoglutarate decarboxylase)	false	91	0	2	1	CITSYN-RXN CITSYN-RXN ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN FUMHYDR-RXN ISOCIT-CLEAV-RXN MALSYN-RXN SUCCSEMIALDDEHYDROG-RXN ISOCITDEH-RXN MALATE-DEH-RXN RXN-14971 
|P108-PWY|	pyruvate fermentation to propanoate I	false	71	0	1	0	FUMHYDR-RXN R601-RXN RXN0-268 METHYLMALONYL-COA-MUT-RXN MALATE-DEH-RXN 
|P121-PWY|	adenine and adenosine salvage I	true	100	0	0	0	ADENPHOSPHOR-RXN ADENPRIBOSYLTRAN-RXN 
|P122-PWY|	heterolactic fermentation	true	84	0	0	0	RIBULP3EPIM-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN RXN-15513 2PGADEHYDRAT-RXN PEPDEPHOS-RXN PHOSACETYLTRANS-RXN ACETALD-DEHYDROG-RXN ALCOHOL-DEHYDROG-RXN 6PGLUCONOLACT-RXN DLACTDEHYDROGNAD-RXN FRUCTOKINASE-RXN PGLUCISOM-RXN GLU6PDEHYDROG-RXN GLUCOKIN-RXN GLUCOKIN-RXN 
|P124-PWY|	Bifidobacterium shunt	false	82	0	2	0	ACETATEKIN-RXN ACETATEKIN-RXN TRANSALDOL-RXN 1TRANSKETO-RXN RIB5PISOM-RXN RIBULP3EPIM-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN 3PGAREARR-RXN 2PGADEHYDRAT-RXN PEPDEPHOS-RXN PGLUCISOM-RXN GLUCOKIN-RXN GLUCOKIN-RXN 
|P141-PWY|	atrazine degradation I (aerobic)	false	0	0	1	0	
